Member Phone No,ActSpeedDS,ActSpeedUS,ActAvgDaySpontResyncs,ActDSLStability,ActDSLConnType,DSLAMName,LWC,Urbanistion,UBAForecast,EstAttn160Hi,EstAttn160Lo,EstDSSpeedHi,EstDSSpeedLo,EstUSSpeedHi,EstUSSpeedLo,EUBA,BUBA,WVS,LAPRestriction,CabnietisationDate,CabnetisationName,Locality Id,Connector Id,Line_Sharing_Cable_Pair,LWC_Is_Cabinet,BUBA_Coverage_Area,EUBA_Coverage_Area,Baseband_Copper_Capable,ActBBProductType
,,,,,,,,,,,,,,,,,,,,,,,TL90/557,,Y,East Coast Bays,TORBAY,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,YP57/6,,Y,East Coast Bays,TORBAY,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,AF26/15,,N,Manawatu,PALMERSTON NORTH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,GS39/4,,Y,Eastern Suburbs,HOWICK,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,V94/7,,N,Eastern Suburbs,HOWICK,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,AL44/2,,Y,Hutt / Wairarapa,MASTERTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,RW68/2,,,Northland,WARKWORTH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,FU36/54,,Y,Eastern Suburbs,HOWICK,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,GB78/39,,N,Christchurch Central,CHRISTCHURCH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,ED37/1,,N,Counties,PAPAKURA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL52/709,,Y,North Auckland,RED BEACH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,EJ30/1,,Y,North Auckland,RED BEACH,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,AS21/12,,Y,Manawatu,PALMERSTON NORTH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,GM64/1,,N,North Waikato / Coromandel,PAPAKURA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,AP23/2,,Y,Christchurch North,CHRISTCHURCH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL63/644,,Y,North Auckland,,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL59/895,,N,Christchurch North,CHRISTCHURCH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,FJ80/6,,N,Banks,CHRISTCHURCH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,BP19/31,,N,Christchurch Central,CHRISTCHURCH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL35/509,,Y,Manawatu,PALMERSTON NORTH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,FR43/14,,N,Counties,PAPAKURA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,FV49/13,,Y,Counties,PAPAKURA,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,AB04/4,,Y,North Shore,HOWICK,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,AC59/B,,N,Manawatu,LEVIN,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TM02/936,,Y,North Shore,HOWICK,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,FV76/N,,N,Christchurch Central,CHRISTCHURCH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,EF13/2,,N,North Shore,GLENFIELD,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,AH24/H,,N,Manawatu,PALMERSTON NORTH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,AH24/H,,N,Manawatu,PALMERSTON NORTH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,FU80/12,,Y,Christchurch Central,CHRISTCHURCH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,FU80/12,,Y,Christchurch Central,CHRISTCHURCH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,ZT33/2,,Y,Hobsonville,HENDERSON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,FJ65/3,,N,Central,OHAKUNE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,AT36/3,,Y,Christchurch North,CHRISTCHURCH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,AK26/2,,Y,West Auckland,HENDERSON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,AH46/3,,Y,West Auckland,HENDERSON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DP78/14,,N,North Shore,GLENFIELD,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DP07/12,,Y,North Shore,GLENFIELD,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,HN66/10,,N,Central,PALMERSTON NORTH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,GK02/2,,N,West Coast,GREYMOUTH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DN78/11,,Y,North Shore,GLENFIELD,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CP80/7,,N,West Coast,HOKITIKA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,BR37/4,,Y,West Auckland,HENDERSON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,AS61/1,,N,Taranaki,NEW PLYMOUTH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,AR44/1,,Y,West Auckland,HENDERSON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,GF38/4,,N,Taranaki,NEW PLYMOUTH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,AK48/10,,Y,Nelson,NELSON,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,AM51/3,,Y,Nelson,NELSON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,AK47/8,,Y,Nelson,NELSON,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,HU56/2,,N,Nelson,NELSON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DE12/3,,Y,Hobsonville,GLENFIELD,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,BB48/11,,Y,Nelson,NELSON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,K21/1,,N,Taranaki,NEW PLYMOUTH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CV08/4,,N,Hobsonville,GLENFIELD,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,AS61/1,,N,Taranaki,NEW PLYMOUTH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,BE30/A,,N,West Auckland,HENDERSON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL10/502,,N,Hobsonville,GLENFIELD,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,GQ31/7,,N,Taranaki,NEW PLYMOUTH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DE06/10,,Y,Hobsonville,GLENFIELD,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,AR47/59,,N,Nelson,NELSON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DA80/6,,N,East Coast Bays,GLENFIELD,,BUBA
,,,,,,,,,,,,,,,,,,,,,,,BE41/4,,,Nelson,NELSON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,GD36/1,,Y,Taranaki,NEW PLYMOUTH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,BA49/5,,Y,Nelson,NELSON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,V10/6,,,Taranaki,,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,AG47/1,,Y,Nelson,NELSON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,BE15/1,,N,Taranaki,NEW PLYMOUTH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,AL51/2,,Y,Nelson,NELSON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,BH15/19,,N,Taranaki,NEW PLYMOUTH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,GS31/2,,N,Taranaki,NEW PLYMOUTH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,W29/4,,N,Taranaki,HAWERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,GN35/3,,N,Taranaki,NEW PLYMOUTH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,HV60/3,,Y,Nelson,NELSON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TP61/265,,N,Marlborough / North Canterbury,BLENHEIM,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,BJ45/1,,Y,West Auckland,HENDERSON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,GR45/1,,Y,Marlborough / North Canterbury,,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,AB50/B,,N,Nelson,NELSON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,EF40/1,,Y,Marlborough / North Canterbury,BLENHEIM,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,EL41/6,,N,Northland,DARGAVILLE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,R133/6,,Y,Northland,WHANGAREI,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,I8/6,,N,Hutt / Wairarapa,FEATHERSTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,EM07/1,,N,Nelson,NELSON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,HH19/T,,N,Hawkes Bay,NAPIER,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,AG40/2,,Y,Manawatu,,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,FE04/6,,N,Manawatu,PALMERSTON NORTH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,HC39/2,,Y,Taranaki,NEW PLYMOUTH,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DR79/1,,Y,Northland,WHANGAREI,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DL33/1,,Y,North Waikato / Coromandel,,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,M29/39,,N,Tauranga,MATAMATA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,K14/17,,N,Southland,GORE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,GS47/3,,Y,Southland,,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,T118/11,,N,Northland,WHANGAREI,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TM17/864,,Y,Southland,GORE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,FM17/4,,Y,Northland,KERIKERI,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,Feb-25,,N,North Waikato / Coromandel,,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TM17/861,,Y,Southland,GORE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,K30/D,,N,Southland,INVERCARGILL,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TM17/246,,N,Southland,INVERCARGILL,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,Q13/4,,Y,Southland,GORE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,BK14/1,,Y,Hobsonville,HENDERSON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DG61/8,,N,Hamilton,HAMILTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DV55/1,,Y,North Waikato / Coromandel,HAMILTON,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,EB66/1,,Y,Hamilton,HAMILTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,BF12/1,,Y,Hobsonville,HENDERSON,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DG20/C,,N,Auckland Central,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,ES69/3,,Y,Christchurch North,RICCARTON,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,FK21/1,,Y,Tamaki,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DC68/4,,Y,East Coast Bays,TORBAY,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,Q16/9,,N,Hamilton,HAMILTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CM12/1,,Y,Hobsonville,GLENFIELD,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DM49/8,,Y,North Waikato / Coromandel,HAMILTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DM53/5,,N,North Waikato / Coromandel,HAMILTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TP21/533,,N,North Waikato / Coromandel,THAMES,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CL28/A,,Y,Grey Lynn,MT ALBERT,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,E12/5,,N,Central,TAUMARUNUI,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,HL17/2,,N,Hamilton,HAMILTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,AQ25/A,,N,North Waikato / Coromandel,HAMILTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,A29/1,,N,Southland,INVERCARGILL,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,M6/B,,N,South Canterbury,TIMARU,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,E15/3,,Y,Hamilton,HAMILTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,AV63/2,,N,Northland,KAITAIA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,BH50/4,,Y,West Auckland,HENDERSON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,FB64/4,,Y,Hamilton,HAMILTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DE64/2,,N,Central,TAUMARUNUI,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,AP42/B,,N,Nelson,NELSON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL15/924,,N,North Waikato / Coromandel,TAURANGA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DS59/E,,Y,South Auckland,PAPATOETOE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL13/540,,Y,Christchurch Central,CHRISTCHURCH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,FQ01/1,,Y,Northland,,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DG24/2,,N,Grey Lynn,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DH78/1,,N,Banks,,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,E19/9,,Y,Hamilton,HAMILTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,Feb-30,,N,North Waikato / Coromandel,TE KAUWHATA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,J19/10,,Y,Hamilton,HAMILTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,K2/13,,Y,North Waikato / Coromandel,HAMILTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TP12/114,,N,North Waikato / Coromandel,HAMILTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CJ77/2,,Y,East Coast Bays,TORBAY,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,GR66/1,,N,North Waikato / Coromandel,,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,EB61/N,,N,Hamilton,HAMILTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,FL72/3,,N,Central,,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,AN61/1,,Y,Manawatu,,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,AH67/C,,N,South Auckland,PAPATOETOE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,AU44/10,,N,Christchurch North,CHRISTCHURCH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL48/546,,N,Marlborough / North Canterbury,,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CJ25/3,,Y,Grey Lynn,MT ALBERT,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL67/262,,N,Tauranga,TAURANGA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL03/349,,Y,Bay of Plenty/ East Coast,ROTORUA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CJ23/23,,Y,North Auckland,RED BEACH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CM03/6,,Y,East Coast Bays,GLENFIELD,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,J26/5,,Y,Bay of Plenty/ East Coast,WHAKATANE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,K27/2,,Y,Bay of Plenty/ East Coast,WHAKATANE,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,G8/19,,N,Tauranga,MT MAUNGANUI,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,EF51/A,,Y,South Auckland,PAPATOETOE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,FP44/6,,Y,Tamaki,HOWICK,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,GD43/2,,Y,Eastern Suburbs,HOWICK,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,ET25/1,,Y,Counties,PAPAKURA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,B29/1,,Y,Bay of Plenty/ East Coast,ROTORUA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,L29/15,,N,Bay of Plenty/ East Coast,ROTORUA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,G28/3,,Y,Bay of Plenty/ East Coast,ROTORUA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,M31/17,,N,Bay of Plenty/ East Coast,ROTORUA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,FT46/25,,N,Eastern Suburbs,HOWICK,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,B29/1,,Y,Bay of Plenty/ East Coast,ROTORUA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,GH01/1,,N,North Waikato / Coromandel,,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,FH66/3,,N,Counties,PAPATOETOE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,F80/30,,N,Tamaki,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,G13/7,,N,Hamilton,HAMILTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CR95/6,,Y,Counties,PAPAKURA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,AA80/6,,N,Tamaki,HOWICK,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,FA32/9,,Y,Tamaki,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,L17/30,,N,Hamilton,HAMILTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,EQ28/6,,Y,Tamaki,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,HL52/1,,N,Eastern Suburbs,HOWICK,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,J74/8,,N,Tamaki,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,EH26/3,,Y,Grafton,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,J26/8,,N,Tauranga,TAURANGA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,H74/11,,Y,Tamaki,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,GP40/2,,Y,Eastern Suburbs,HOWICK,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,J43/7,,Y,Bay of Plenty/ East Coast,ROTORUA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,EP28/2,,Y,Bay of Plenty/ East Coast,,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,K88/8,,Y,Eastern Suburbs,HOWICK,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,E83/5,,Y,Tamaki,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DM52/D,,N,North Waikato / Coromandel,HAMILTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,FB34/B,,N,Tamaki,HOWICK,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,FG38/2,,N,Tamaki,HOWICK,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,AF69/1,,Y,Central,,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,EJ106/5,,N,Counties,,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DR28/60,,N,Grafton,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,EF41/C,,Y,South Auckland,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DL63/1,,N,Counties,PAPAKURA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TP23/240,,N,Tauranga,TAURANGA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,U34/3,,N,Bay of Plenty/ East Coast,ROTORUA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,AC70/N,,Y,South Auckland,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DH30/26,,N,Grafton,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL31/578,,N,Hobsonville,GLENFIELD,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,EF15/21,,N,North Shore,GLENFIELD,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,EG14/6,,N,North Shore,GLENFIELD,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL90/443,,N,North Shore,GLENFIELD,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DN38/1,,N,Hillsborough,MT ALBERT,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DU49/C,,Y,South Auckland,PAPATOETOE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DQ06/5,,N,North Shore,GLENFIELD,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,AU39/A,,Y,Hutt / Wairarapa,MASTERTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DP39/3,,Y,Hillsborough,MT ALBERT,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DQ08/23,,Y,North Shore,GLENFIELD,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL41/147,,Y,North Auckland,TORBAY,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,GS41/2,,Y,Taranaki,NEW PLYMOUTH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,ZB59/3,,N,North Shore,GLENFIELD,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,AG24/B,,N,Manawatu,PALMERSTON NORTH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TM18/372,,N,Hillsborough,MT ALBERT,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DF75/7,,N,North Shore,GLENFIELD,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL25/457,,Y,Manawatu,LEVIN,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DD04/3,,Y,East Coast Bays,GLENFIELD,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CQ11/3,,N,Hobsonville,GLENFIELD,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CS33/8,,Y,Grey Lynn,MT ALBERT,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CP17/4,,Y,Wellington Suburbs,PORIRUA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,ZT14/10,,N,Wellington Suburbs,PORIRUA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CS10/15,,N,Hobsonville,GLENFIELD,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,P28/2,,N,Wellington Central,WELLINGTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL77/108,,N,East Coast Bays,GLENFIELD,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,ZD50/5,,Y,Hutt / Wairarapa,UPPER HUTT,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,O29/42,,N,Wellington Central,WELLINGTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DC02/F,,Y,East Coast Bays,GLENFIELD,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CP37/4,,Y,Hillsborough,MT ALBERT,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,AH49/20,,N,Hillsborough,MT ALBERT,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CK01/7,,Y,East Coast Bays,GLENFIELD,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,ZX25/4,,N,Hutt / Wairarapa,NAENAE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,KK36/14,,N,Wellington Suburbs,WELLINGTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DE01/14,,Y,East Coast Bays,GLENFIELD,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CC58/9,,N,Wellington Central,WELLINGTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CV45/5,,Y,Hillsborough,MT ALBERT,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CK01/8,,Y,East Coast Bays,GLENFIELD,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,S18/17,,N,Wellington Suburbs,WELLINGTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DE28/28,,N,Grey Lynn,MT ALBERT,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,N18/5,,Y,Manawatu,PARAPARAUMU,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,O19/13,,N,Manawatu,PARAPARAUMU,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,ZK41/12,,Y,Hutt / Wairarapa,UPPER HUTT,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,M25/2,,Y,Wellington Central,WELLINGTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CJ41/11,,Y,Hillsborough,MT ALBERT,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TM13/389,,Y,Hillsborough,MT ALBERT,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL32/13,,N,Hillsborough,MT ALBERT,,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DN22/A,,N,Auckland Central,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DE20/22,,Y,Grey Lynn,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,W12/4,,N,Wellington Suburbs,PORIRUA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DG03/5,,Y,Wellington Suburbs,PORIRUA,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TM28/364,,Y,Auckland Central,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CQ22/1,,Y,Grey Lynn,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CH34/3,,N,Wellington Suburbs,WELLINGTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,BM55/17,,N,Wellington Suburbs,WELLINGTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DT24/38,,Y,Auckland Central,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DK24/6,,N,Auckland Central,MAYORAL DRIVE,Y,BUBA
